Language,Domain,Source,Meaning,Syntax,Form,Comments,Flag for review
Boumaa Fijian,Number,"Dixon, R. M. W. (1988). A grammar of Boumaa Fijian. University of Chicago Press.",PL,Pronoun,weta~ota,1Person - possessor- inclusive,--
Boumaa Fijian,Number,"Dixon, R. M. W. (1988). A grammar of Boumaa Fijian. University of Chicago Press.",PL,Pronoun,eta,2Person - possessor- inclusive,--
Boumaa Fijian,Number,"Dixon, R. M. W. (1988). A grammar of Boumaa Fijian. University of Chicago Press.",PL,Pronoun,meta   ,3Person - possessor- inclusive,--
Boumaa Fijian,Number,"Dixon, R. M. W. (1988). A grammar of Boumaa Fijian. University of Chicago Press.",PL,Pronoun,eimami,1Person - subject- exclusive,--
Boumaa Fijian,Number,"Dixon, R. M. W. (1988). A grammar of Boumaa Fijian. University of Chicago Press.",PL,Pronoun,eimami,1Person - object- exclusive,--
Boumaa Fijian,Number,"Dixon, R. M. W. (1988). A grammar of Boumaa Fijian. University of Chicago Press.",PL,Pronoun,eimami,1Person - cardinal- exclusive,--
Boumaa Fijian,Number,"Dixon, R. M. W. (1988). A grammar of Boumaa Fijian. University of Chicago Press.",PL,Pronoun,-i,1Person - suffix- exclusive,--
Boumaa Fijian,Number,"Dixon, R. M. W. (1988). A grammar of Boumaa Fijian. University of Chicago Press.",PL,Pronoun,weimami,1Person - possessor- exclusive,--
Boumaa Fijian,Number,"Dixon, R. M. W. (1988). A grammar of Boumaa Fijian. University of Chicago Press.",PL,Pronoun,eimami,2Person - possessor- exclusive,--
Boumaa Fijian,Number,"Dixon, R. M. W. (1988). A grammar of Boumaa Fijian. University of Chicago Press.",PL,Pronoun,meimami,3Person - possessor- exclusive,--
Boumaa Fijian,Number,"Dixon, R. M. W. (1988). A grammar of Boumaa Fijian. University of Chicago Press.",PL,Pronoun,(o)munuu,2Person - subject,--
Boumaa Fijian,Number,"Dixon, R. M. W. (1988). A grammar of Boumaa Fijian. University of Chicago Press.",PL,Pronoun,~(o)nuu,2Person - subject,--
Boumaa Fijian,Number,"Dixon, R. M. W. (1988). A grammar of Boumaa Fijian. University of Chicago Press.",PL,Pronoun,emunuu,2Person - object,--
Boumaa Fijian,Number,"Dixon, R. M. W. (1988). A grammar of Boumaa Fijian. University of Chicago Press.",PL,Pronoun,emunuu,2Person - cardinal,--
Boumaa Fijian,Number,"Dixon, R. M. W. (1988). A grammar of Boumaa Fijian. University of Chicago Press.",PL,Pronoun,emunuu,2Person - suffix,--
Boumaa Fijian,Number,"Dixon, R. M. W. (1988). A grammar of Boumaa Fijian. University of Chicago Press.",PL,Pronoun,omunnu,1Person - possessor,--
Boumaa Fijian,Number,"Dixon, R. M. W. (1988). A grammar of Boumaa Fijian. University of Chicago Press.",PL,Pronoun,emunuu,2Person - possessor,--
Boumaa Fijian,Number,"Dixon, R. M. W. (1988). A grammar of Boumaa Fijian. University of Chicago Press.",PL,Pronoun,memunsai,3Person - possessor,*Please note: the last three letters of this word form may be incorrect as word on scanned page is unclear
Boumaa Fijian,Number,"Dixon, R. M. W. (1988). A grammar of Boumaa Fijian. University of Chicago Press.",PL,Pronoun,(e)ra,3Person - subject,--
Boumaa Fijian,Number,"Dixon, R. M. W. (1988). A grammar of Boumaa Fijian. University of Chicago Press.",PL,Pronoun,ira   ,3Person - object,--
Boumaa Fijian,Number,"Dixon, R. M. W. (1988). A grammar of Boumaa Fijian. University of Chicago Press.",PL,Pronoun,(i)ra,3Person - cardinal,--
Boumaa Fijian,Number,"Dixon, R. M. W. (1988). A grammar of Boumaa Fijian. University of Chicago Press.",PL,Pronoun,-dra,3Person - suffix,--
Boumaa Fijian,Number,"Dixon, R. M. W. (1988). A grammar of Boumaa Fijian. University of Chicago Press.",PL,Pronoun,odra  ,1Person - possessor,--
Boumaa Fijian,Number,"Dixon, R. M. W. (1988). A grammar of Boumaa Fijian. University of Chicago Press.",PL,Pronoun,edra,2Person - possessor,--
Boumaa Fijian,Number,"Dixon, R. M. W. (1988). A grammar of Boumaa Fijian. University of Chicago Press.",PL,Pronoun,medra  ,3Person - possessor,--
Boumaa Fijian,Number,"Dixon, R. M. W. (1988). A grammar of Boumaa Fijian. University of Chicago Press.",SG,Noun,-qu,1Person exclusive,--
Boumaa Fijian,Number,"Dixon, R. M. W. (1988). A grammar of Boumaa Fijian. University of Chicago Press.",SG,Noun,--,1Person inclusive,--
Boumaa Fijian,Number,"Dixon, R. M. W. (1988). A grammar of Boumaa Fijian. University of Chicago Press.",SG,Noun,-mu,2Person,--
Boumaa Fijian,Number,"Dixon, R. M. W. (1988). A grammar of Boumaa Fijian. University of Chicago Press.",SG,Noun,-na,3Person,--
Boumaa Fijian,Number,"Dixon, R. M. W. (1988). A grammar of Boumaa Fijian. University of Chicago Press.",DUAL,Noun,-irau,1Person exclusive,--
Boumaa Fijian,Number,"Dixon, R. M. W. (1988). A grammar of Boumaa Fijian. University of Chicago Press.",DUAL,Noun,-daru,1Person inclusive,--
Boumaa Fijian,Number,"Dixon, R. M. W. (1988). A grammar of Boumaa Fijian. University of Chicago Press.",DUAL,Noun,-mudrau,2Person,--
Boumaa Fijian,Number,"Dixon, R. M. W. (1988). A grammar of Boumaa Fijian. University of Chicago Press.",DUAL,Noun,-drau,3Person,--
Boumaa Fijian,Number,"Dixon, R. M. W. (1988). A grammar of Boumaa Fijian. University of Chicago Press.",PAUCAL,Noun,-itou,1Person exclusive,--
Boumaa Fijian,Number,"Dixon, R. M. W. (1988). A grammar of Boumaa Fijian. University of Chicago Press.",PAUCAL,Noun,-datou,1Person inclusive,--
Boumaa Fijian,Number,"Dixon, R. M. W. (1988). A grammar of Boumaa Fijian. University of Chicago Press.",PAUCAL,Noun,-mudou,2Person,--
Boumaa Fijian,Number,"Dixon, R. M. W. (1988). A grammar of Boumaa Fijian. University of Chicago Press.",PAUCAL,Noun,-dratou,3Person,--
Boumaa Fijian,Number,"Dixon, R. M. W. (1988). A grammar of Boumaa Fijian. University of Chicago Press.",PL,Noun,-imami,1Person exclusive,--
Boumaa Fijian,Number,"Dixon, R. M. W. (1988). A grammar of Boumaa Fijian. University of Chicago Press.",PL,Noun,-da,1Person inclusive,--
Boumaa Fijian,Number,"Dixon, R. M. W. (1988). A grammar of Boumaa Fijian. University of Chicago Press.",PL,Noun,-muni,2Person,--
Boumaa Fijian,Number,"Dixon, R. M. W. (1988). A grammar of Boumaa Fijian. University of Chicago Press.",PL,Noun,-dra,3Person,--
Boumaa Fijian,Number,"Dixon, R. M. W. (1988). A grammar of Boumaa Fijian. University of Chicago Press.",PL,Reduplication,--,"Note: Reduplication in the verb indicates a sort of ""multiplicity"" of action (e.g., do a lot of kicking"". You might want to go over to the screenshot referred to below as it may technically fall under a ""quantifier"" category. (5.3.2, p. 48) - ""most verbs can be used in reduplicated form; generally, just the first two syllables are repeated before the verb, e.g. tala.talanoa (T4.40). See PNG file ""Boumaa Fijian_Dixon_48_Redup"" for moew"" with ""2Person - possessor""",--
Boumaa Fijian,Number,"Dixon, R. M. W. (1988). A grammar of Boumaa Fijian. University of Chicago Press.",PL,Reduplication,--,"Note: Reduplication can also indicate number: ""Number have a range of syntactic functions; they can be reduplicated and then serve as predicate modifiers, e.g., tolu.tolu ""all three"" (p. 143)",--
Paamese,Number,"Crowley, T. (1982). The Paamese language of Vanuatu. Pacific Linguistics, B(87). The Australian National University. https://doi.org/10.15144/PL-B87",SG,Noun,-k,1Person inclusive,--
Paamese,Number,"Crowley, T. (1982). The Paamese language of Vanuatu. Pacific Linguistics, B(87). The Australian National University. https://doi.org/10.15144/PL-B88",SG,Noun,--,1Person exclusive,--
Paamese,Number,"Crowley, T. (1982). The Paamese language of Vanuatu. Pacific Linguistics, B(87). The Australian National University. https://doi.org/10.15144/PL-B89",SG,Noun,-m,2Person,--
Paamese,Number,"Crowley, T. (1982). The Paamese language of Vanuatu. Pacific Linguistics, B(87). The Australian National University. https://doi.org/10.15144/PL-B90",SG,Noun,-n,3Person,--
Paamese,Number,"Crowley, T. (1982). The Paamese language of Vanuatu. Pacific Linguistics, B(87). The Australian National University. https://doi.org/10.15144/PL-B91",DUAL,Noun,-ralu,1Person inclusive,--
Paamese,Number,"Crowley, T. (1982). The Paamese language of Vanuatu. Pacific Linguistics, B(87). The Australian National University. https://doi.org/10.15144/PL-B92",DUAL,Noun,-mal,1Person exclusive,--
Paamese,Number,"Crowley, T. (1982). The Paamese language of Vanuatu. Pacific Linguistics, B(87). The Australian National University. https://doi.org/10.15144/PL-B93",DUAL,Noun,-mil,2Person,--
Paamese,Number,"Crowley, T. (1982). The Paamese language of Vanuatu. Pacific Linguistics, B(87). The Australian National University. https://doi.org/10.15144/PL-B94",DUAL,Noun,-alu,3Person - after -e,--
Paamese,Number,"Crowley, T. (1982). The Paamese language of Vanuatu. Pacific Linguistics, B(87). The Australian National University. https://doi.org/10.15144/PL-B95",DUAL,Noun,-ialu,3Person - after -a/-o,--
Paamese,Number,"Crowley, T. (1982). The Paamese language of Vanuatu. Pacific Linguistics, B(87). The Australian National University. https://doi.org/10.15144/PL-B96",DUAL,Noun,-ialu,3Person - after -i/-u,--
Paamese,Number,"Crowley, T. (1982). The Paamese language of Vanuatu. Pacific Linguistics, B(87). The Australian National University. https://doi.org/10.15144/PL-B97",PAUCAL,Noun,-ratel,1Person inclusive,--
Paamese,Number,"Crowley, T. (1982). The Paamese language of Vanuatu. Pacific Linguistics, B(87). The Australian National University. https://doi.org/10.15144/PL-B98",PAUCAL,Noun,-maitel,1Person exclusive,--
Paamese,Number,"Crowley, T. (1982). The Paamese language of Vanuatu. Pacific Linguistics, B(87). The Australian National University. https://doi.org/10.15144/PL-B99",PAUCAL,Noun,-mitel,2Person,--
Paamese,Number,"Crowley, T. (1982). The Paamese language of Vanuatu. Pacific Linguistics, B(87). The Australian National University. https://doi.org/10.15144/PL-B100",PAUCAL,Noun,-atel,3Person - after -e,--
Paamese,Number,"Crowley, T. (1982). The Paamese language of Vanuatu. Pacific Linguistics, B(87). The Australian National University. https://doi.org/10.15144/PL-B101",PAUCAL,Noun,-iatel,3Person - after -a/-o,--
Paamese,Number,"Crowley, T. (1982). The Paamese language of Vanuatu. Pacific Linguistics, B(87). The Australian National University. https://doi.org/10.15144/PL-B102",PAUCAL,Noun,-latel,3Person - after -i/-u,--
Paamese,Number,"Crowley, T. (1982). The Paamese language of Vanuatu. Pacific Linguistics, B(87). The Australian National University. https://doi.org/10.15144/PL-B103",SG,Noun,-ku,1Person inclusive,--
Paamese,Number,"Crowley, T. (1982). The Paamese language of Vanuatu. Pacific Linguistics, B(87). The Australian National University. https://doi.org/10.15144/PL-B104",SG,Noun,--,1Person exclusive,--
Paamese,Number,"Crowley, T. (1982). The Paamese language of Vanuatu. Pacific Linguistics, B(87). The Australian National University. https://doi.org/10.15144/PL-B105",SG,Noun,-mo,2Person,--
Paamese,Number,"Crowley, T. (1982). The Paamese language of Vanuatu. Pacific Linguistics, B(87). The Australian National University. https://doi.org/10.15144/PL-B106",SG,Noun,-ne,3Person,--
Paamese,Number,"Crowley, T. (1982). The Paamese language of Vanuatu. Pacific Linguistics, B(87). The Australian National University. https://doi.org/10.15144/PL-B107",DUAL,Noun,-ralue,1Person inclusive,--
Paamese,Number,"Crowley, T. (1982). The Paamese language of Vanuatu. Pacific Linguistics, B(87). The Australian National University. https://doi.org/10.15144/PL-B108",DUAL,Noun,-malu,1Person exclusive,--
Paamese,Number,"Crowley, T. (1982). The Paamese language of Vanuatu. Pacific Linguistics, B(87). The Australian National University. https://doi.org/10.15144/PL-B109",DUAL,Noun,-milu,2Person,--
Paamese,Number,"Crowley, T. (1982). The Paamese language of Vanuatu. Pacific Linguistics, B(87). The Australian National University. https://doi.org/10.15144/PL-B110",DUAL,Noun,-lalue,3Person,--
Paamese,Number,"Crowley, T. (1982). The Paamese language of Vanuatu. Pacific Linguistics, B(87). The Australian National University. https://doi.org/10.15144/PL-B111",PAUCAL,Noun,-ratelu,1Person inclusive,--
Paamese,Number,"Crowley, T. (1982). The Paamese language of Vanuatu. Pacific Linguistics, B(87). The Australian National University. https://doi.org/10.15144/PL-B112",PAUCAL,Noun,-maitelu,1Person exclusive,--
Paamese,Number,"Crowley, T. (1982). The Paamese language of Vanuatu. Pacific Linguistics, B(87). The Australian National University. https://doi.org/10.15144/PL-B113",PAUCAL,Noun,-miitelu,2Person,--
Paamese,Number,"Crowley, T. (1982). The Paamese language of Vanuatu. Pacific Linguistics, B(87). The Australian National University. https://doi.org/10.15144/PL-B114",PAUCAL,Noun,-latelu,3Person,--
Paamese,Number,"Crowley, T. (1982). The Paamese language of Vanuatu. Pacific Linguistics, B(87). The Australian National University. https://doi.org/10.15144/PL-B115",PL,Noun,-re,1Person inclusive,--
Paamese,Number,"Crowley, T. (1982). The Paamese language of Vanuatu. Pacific Linguistics, B(87). The Australian National University. https://doi.org/10.15144/PL-B116",PL,Noun,-mai,1Person exclusive,--
Paamese,Number,"Crowley, T. (1982). The Paamese language of Vanuatu. Pacific Linguistics, B(87). The Australian National University. https://doi.org/10.15144/PL-B117",PL,Noun,-miitelu,2Person,--
Paamese,Number,"Crowley, T. (1982). The Paamese language of Vanuatu. Pacific Linguistics, B(87). The Australian National University. https://doi.org/10.15144/PL-B118",PL,Noun,-le,3Person,--
Paamese,Number,"Crowley, T. (1982). The Paamese language of Vanuatu. Pacific Linguistics, B(87). The Australian National University. https://doi.org/10.15144/PL-B119",PL,Noun,-r,1Person inclusive,--
Paamese,Number,"Crowley, T. (1982). The Paamese language of Vanuatu. Pacific Linguistics, B(87). The Australian National University. https://doi.org/10.15144/PL-B120",PL,Noun,-maitel,1Person exclusive,--
Paamese,Number,"Crowley, T. (1982). The Paamese language of Vanuatu. Pacific Linguistics, B(87). The Australian National University. https://doi.org/10.15144/PL-B121",PL,Noun,-mi,2Person,--
Paamese,Number,"Crowley, T. (1982). The Paamese language of Vanuatu. Pacific Linguistics, B(87). The Australian National University. https://doi.org/10.15144/PL-B122",PL,Noun,--,3Person - after -e,--
Paamese,Number,"Crowley, T. (1982). The Paamese language of Vanuatu. Pacific Linguistics, B(87). The Australian National University. https://doi.org/10.15144/PL-B123",PL,Noun,-i,3Person - after -a/-o,--
Paamese,Number,"Crowley, T. (1982). The Paamese language of Vanuatu. Pacific Linguistics, B(87). The Australian National University. https://doi.org/10.15144/PL-B124",PL,Noun,-l  ,3Person - after -i/-u,--
Paamese,Number,"Crowley, T. (1982). The Paamese language of Vanuatu. Pacific Linguistics, B(87). The Australian National University. https://doi.org/10.15144/PL-B125",SG,Noun,tauku,1Person inclusive - possessive suffix,--
Paamese,Number,"Crowley, T. (1982). The Paamese language of Vanuatu. Pacific Linguistics, B(87). The Australian National University. https://doi.org/10.15144/PL-B126",SG,Noun,--,1Person exclusive - possessive suffix,--
Paamese,Number,"Crowley, T. (1982). The Paamese language of Vanuatu. Pacific Linguistics, B(87). The Australian National University. https://doi.org/10.15144/PL-B127",SG,Noun,taumo,2Person - possessive suffix,--
Paamese,Number,"Crowley, T. (1982). The Paamese language of Vanuatu. Pacific Linguistics, B(87). The Australian National University. https://doi.org/10.15144/PL-B128",SG,Noun,taune,3Person - possessive suffix,--
Paamese,Number,"Crowley, T. (1982). The Paamese language of Vanuatu. Pacific Linguistics, B(87). The Australian National University. https://doi.org/10.15144/PL-B129",SG,Noun,siiku,1Person inclusive - possessive suffix,--
Paamese,Number,"Crowley, T. (1982). The Paamese language of Vanuatu. Pacific Linguistics, B(87). The Australian National University. https://doi.org/10.15144/PL-B130",SG,Noun,--,1Person exclusive - possessive suffix,--
Paamese,Number,"Crowley, T. (1982). The Paamese language of Vanuatu. Pacific Linguistics, B(87). The Australian National University. https://doi.org/10.15144/PL-B131",SG,Noun,siimo,2Person - possessive suffix,--
Paamese,Number,"Crowley, T. (1982). The Paamese language of Vanuatu. Pacific Linguistics, B(87). The Australian National University. https://doi.org/10.15144/PL-B132",SG,Noun,siine,3Person - possessive suffix,--
Paamese,Number,"Crowley, T. (1982). The Paamese language of Vanuatu. Pacific Linguistics, B(87). The Australian National University. https://doi.org/10.15144/PL-B133",SG,Noun,leviku,1Person inclusive - possessive suffix,--
Paamese,Number,"Crowley, T. (1982). The Paamese language of Vanuatu. Pacific Linguistics, B(87). The Australian National University. https://doi.org/10.15144/PL-B134",SG,Noun,--,1Person exclusive - possessive suffix,--
Paamese,Number,"Crowley, T. (1982). The Paamese language of Vanuatu. Pacific Linguistics, B(87). The Australian National University. https://doi.org/10.15144/PL-B135",SG,Noun,levimo,2Person - possessive suffix,--
Paamese,Number,"Crowley, T. (1982). The Paamese language of Vanuatu. Pacific Linguistics, B(87). The Australian National University. https://doi.org/10.15144/PL-B136",SG,Noun,levine,3Person - possessive suffix,--
Paamese,Number,"Crowley, T. (1982). The Paamese language of Vanuatu. Pacific Linguistics, B(87). The Australian National University. https://doi.org/10.15144/PL-B137",SG,Noun,vangeku,1Person inclusive - possessive suffix,--
Paamese,Number,"Crowley, T. (1982). The Paamese language of Vanuatu. Pacific Linguistics, B(87). The Australian National University. https://doi.org/10.15144/PL-B138",SG,Noun,--,1Person exclusive - possessive suffix,--
Paamese,Number,"Crowley, T. (1982). The Paamese language of Vanuatu. Pacific Linguistics, B(87). The Australian National University. https://doi.org/10.15144/PL-B139",SG,Noun,vangemo,2Person - possessive suffix,--
Paamese,Number,"Crowley, T. (1982). The Paamese language of Vanuatu. Pacific Linguistics, B(87). The Australian National University. https://doi.org/10.15144/PL-B140",SG,Noun,vangene,3Person - possessive suffix,--
Paamese,Number,"Crowley, T. (1982). The Paamese language of Vanuatu. Pacific Linguistics, B(87). The Australian National University. https://doi.org/10.15144/PL-B141",DUAL,Noun,tauralue,1Person inclusive - possessive suffix,--
Paamese,Number,"Crowley, T. (1982). The Paamese language of Vanuatu. Pacific Linguistics, B(87). The Australian National University. https://doi.org/10.15144/PL-B142",DUAL,Noun,taumalu,1Person exclusive - possessive suffix,--
Paamese,Number,"Crowley, T. (1982). The Paamese language of Vanuatu. Pacific Linguistics, B(87). The Australian National University. https://doi.org/10.15144/PL-B143",DUAL,Noun,taumilu,2Person - possessive suffix,--
Paamese,Number,"Crowley, T. (1982). The Paamese language of Vanuatu. Pacific Linguistics, B(87). The Australian National University. https://doi.org/10.15144/PL-B144",DUAL,Noun,taulalue,3Person - possessive suffix,--
Paamese,Number,"Crowley, T. (1982). The Paamese language of Vanuatu. Pacific Linguistics, B(87). The Australian National University. https://doi.org/10.15144/PL-B145",DUAL,Noun,siiralue,1Person inclusive - possessive suffix,--
Paamese,Number,"Crowley, T. (1982). The Paamese language of Vanuatu. Pacific Linguistics, B(87). The Australian National University. https://doi.org/10.15144/PL-B146",DUAL,Noun,siimalu,1Person exclusive - possessive suffix,--
Paamese,Number,"Crowley, T. (1982). The Paamese language of Vanuatu. Pacific Linguistics, B(87). The Australian National University. https://doi.org/10.15144/PL-B147",DUAL,Noun,siimilu,2Person - possessive suffix,--
Paamese,Number,"Crowley, T. (1982). The Paamese language of Vanuatu. Pacific Linguistics, B(87). The Australian National University. https://doi.org/10.15144/PL-B148",DUAL,Noun,siilalue,3Person - possessive suffix,--
Paamese,Number,"Crowley, T. (1982). The Paamese language of Vanuatu. Pacific Linguistics, B(87). The Australian National University. https://doi.org/10.15144/PL-B149",DUAL,Noun,leviralue,1Person inclusive - possessive suffix,--
Paamese,Number,"Crowley, T. (1982). The Paamese language of Vanuatu. Pacific Linguistics, B(87). The Australian National University. https://doi.org/10.15144/PL-B150",DUAL,Noun,levimalu,1Person exclusive - possessive suffix,--
Paamese,Number,"Crowley, T. (1982). The Paamese language of Vanuatu. Pacific Linguistics, B(87). The Australian National University. https://doi.org/10.15144/PL-B151",DUAL,Noun,levimilu,2Person - possessive suffix,--
Paamese,Number,"Crowley, T. (1982). The Paamese language of Vanuatu. Pacific Linguistics, B(87). The Australian National University. https://doi.org/10.15144/PL-B152",DUAL,Noun,levilalue,3Person - possessive suffix,--
Paamese,Number,"Crowley, T. (1982). The Paamese language of Vanuatu. Pacific Linguistics, B(87). The Australian National University. https://doi.org/10.15144/PL-B153",DUAL,Noun,vangeralue,1Person inclusive - possessive suffix,--
Paamese,Number,"Crowley, T. (1982). The Paamese language of Vanuatu. Pacific Linguistics, B(87). The Australian National University. https://doi.org/10.15144/PL-B154",DUAL,Noun,vangemalu,1Person exclusive - possessive suffix,--
Paamese,Number,"Crowley, T. (1982). The Paamese language of Vanuatu. Pacific Linguistics, B(87). The Australian National University. https://doi.org/10.15144/PL-B155",DUAL,Noun,vangemilu,2Person - possessive suffix,--
Paamese,Number,"Crowley, T. (1982). The Paamese language of Vanuatu. Pacific Linguistics, B(87). The Australian National University. https://doi.org/10.15144/PL-B156",DUAL,Noun,vangelalue,3Person - possessive suffix,--
Paamese,Number,"Crowley, T. (1982). The Paamese language of Vanuatu. Pacific Linguistics, B(87). The Australian National University. https://doi.org/10.15144/PL-B157",DUAL,Noun,tauratelu,1Person inclusive - possessive suffix,--
Paamese,Number,"Crowley, T. (1982). The Paamese language of Vanuatu. Pacific Linguistics, B(87). The Australian National University. https://doi.org/10.15144/PL-B158",PAUCAL,Noun,taumaitel,1Person exclusive - possessive suffix,--
Paamese,Number,"Crowley, T. (1982). The Paamese language of Vanuatu. Pacific Linguistics, B(87). The Australian National University. https://doi.org/10.15144/PL-B159",PAUCAL,Noun,taumiitelu,2Person - possessive suffix,--
Paamese,Number,"Crowley, T. (1982). The Paamese language of Vanuatu. Pacific Linguistics, B(87). The Australian National University. https://doi.org/10.15144/PL-B160",PAUCAL,Noun,taulatelu,3Person - possessive suffix,--
Paamese,Number,"Crowley, T. (1982). The Paamese language of Vanuatu. Pacific Linguistics, B(87). The Australian National University. https://doi.org/10.15144/PL-B161",PAUCAL,Noun,siiratelu,1Person inclusive - possessive suffix,--
Paamese,Number,"Crowley, T. (1982). The Paamese language of Vanuatu. Pacific Linguistics, B(87). The Australian National University. https://doi.org/10.15144/PL-B162",PAUCAL,Noun,siimaitelu,1Person exclusive - possessive suffix,--
Paamese,Number,"Crowley, T. (1982). The Paamese language of Vanuatu. Pacific Linguistics, B(87). The Australian National University. https://doi.org/10.15144/PL-B163",PAUCAL,Noun,siimiitelu,2Person - possessive suffix,--
Paamese,Number,"Crowley, T. (1982). The Paamese language of Vanuatu. Pacific Linguistics, B(87). The Australian National University. https://doi.org/10.15144/PL-B164",PAUCAL,Noun,siilatelu,3Person - possessive suffix,--
Paamese,Number,"Crowley, T. (1982). The Paamese language of Vanuatu. Pacific Linguistics, B(87). The Australian National University. https://doi.org/10.15144/PL-B165",PAUCAL,Noun,leviratelu,1Person inclusive - possessive suffix,--
Paamese,Number,"Crowley, T. (1982). The Paamese language of Vanuatu. Pacific Linguistics, B(87). The Australian National University. https://doi.org/10.15144/PL-B166",PAUCAL,Noun,levimaitelu,1Person exclusive - possessive suffix,--
Paamese,Number,"Crowley, T. (1982). The Paamese language of Vanuatu. Pacific Linguistics, B(87). The Australian National University. https://doi.org/10.15144/PL-B167",PAUCAL,Noun,levimiitelu,2Person - possessive suffix,--
Paamese,Number,"Crowley, T. (1982). The Paamese language of Vanuatu. Pacific Linguistics, B(87). The Australian National University. https://doi.org/10.15144/PL-B168",PAUCAL,Noun,levilatelu,3Person - possessive suffix,--
Paamese,Number,"Crowley, T. (1982). The Paamese language of Vanuatu. Pacific Linguistics, B(87). The Australian National University. https://doi.org/10.15144/PL-B169",PAUCAL,Noun,vangeratelu,1Person inclusive - possessive suffix,--
Paamese,Number,"Crowley, T. (1982). The Paamese language of Vanuatu. Pacific Linguistics, B(87). The Australian National University. https://doi.org/10.15144/PL-B170",PAUCAL,Noun,vangemaitelu,1Person exclusive - possessive suffix,--
Paamese,Number,"Crowley, T. (1982). The Paamese language of Vanuatu. Pacific Linguistics, B(87). The Australian National University. https://doi.org/10.15144/PL-B171",PAUCAL,Noun,vangemiitelu,2Person - possessive suffix,--
Paamese,Number,"Crowley, T. (1982). The Paamese language of Vanuatu. Pacific Linguistics, B(87). The Australian National University. https://doi.org/10.15144/PL-B172",PAUCAL,Noun,vangelatelu,3Person - possessive suffix,--
Paamese,Number,"Crowley, T. (1982). The Paamese language of Vanuatu. Pacific Linguistics, B(87). The Australian National University. https://doi.org/10.15144/PL-B173",PL,Noun,taure,1Person inclusive - possessive suffix,--
Paamese,Number,"Crowley, T. (1982). The Paamese language of Vanuatu. Pacific Linguistics, B(87). The Australian National University. https://doi.org/10.15144/PL-B174",PL,Noun,taumaitel,1Person exclusive - possessive suffix,--
Paamese,Number,"Crowley, T. (1982). The Paamese language of Vanuatu. Pacific Linguistics, B(87). The Australian National University. https://doi.org/10.15144/PL-B175",PL,Noun,taumiitelu,2Person - possessive suffix,--
Paamese,Number,"Crowley, T. (1982). The Paamese language of Vanuatu. Pacific Linguistics, B(87). The Australian National University. https://doi.org/10.15144/PL-B176",PL,Noun,taule,3Person - possessive suffix,--
Paamese,Number,"Crowley, T. (1982). The Paamese language of Vanuatu. Pacific Linguistics, B(87). The Australian National University. https://doi.org/10.15144/PL-B177",PL,Noun,siire,1Person inclusive - possessive suffix,--
Paamese,Number,"Crowley, T. (1982). The Paamese language of Vanuatu. Pacific Linguistics, B(87). The Australian National University. https://doi.org/10.15144/PL-B178",PL,Noun,siimaitelu,1Person exclusive - possessive suffix,--
Paamese,Number,"Crowley, T. (1982). The Paamese language of Vanuatu. Pacific Linguistics, B(87). The Australian National University. https://doi.org/10.15144/PL-B179",PL,Noun,siimiitelu,2Person - possessive suffix,--
Paamese,Number,"Crowley, T. (1982). The Paamese language of Vanuatu. Pacific Linguistics, B(87). The Australian National University. https://doi.org/10.15144/PL-B180",PL,Noun,siile,3Person - possessive suffix,--
Paamese,Number,"Crowley, T. (1982). The Paamese language of Vanuatu. Pacific Linguistics, B(87). The Australian National University. https://doi.org/10.15144/PL-B181",PL,Noun,levire,1Person inclusive - possessive suffix,--
Paamese,Number,"Crowley, T. (1982). The Paamese language of Vanuatu. Pacific Linguistics, B(87). The Australian National University. https://doi.org/10.15144/PL-B182",PL,Noun,levimaitelu,1Person exclusive - possessive suffix,--
Paamese,Number,"Crowley, T. (1982). The Paamese language of Vanuatu. Pacific Linguistics, B(87). The Australian National University. https://doi.org/10.15144/PL-B183",PL,Noun,levimiitelu,2Person - possessive suffix,--
Paamese,Number,"Crowley, T. (1982). The Paamese language of Vanuatu. Pacific Linguistics, B(87). The Australian National University. https://doi.org/10.15144/PL-B184",PL,Noun,levile,3Person - possessive suffix,--
Paamese,Number,"Crowley, T. (1982). The Paamese language of Vanuatu. Pacific Linguistics, B(87). The Australian National University. https://doi.org/10.15144/PL-B185",PL,Noun,vangere,1Person inclusive - possessive suffix,--
Paamese,Number,"Crowley, T. (1982). The Paamese language of Vanuatu. Pacific Linguistics, B(87). The Australian National University. https://doi.org/10.15144/PL-B186",PL,Noun,vangemai  ,1Person exclusive - possessive suffix,--
Paamese,Number,"Crowley, T. (1982). The Paamese language of Vanuatu. Pacific Linguistics, B(87). The Australian National University. https://doi.org/10.15144/PL-B187",PL,Noun,vangemii   ,2Person - possessive suffix,--
Paamese,Number,"Crowley, T. (1982). The Paamese language of Vanuatu. Pacific Linguistics, B(87). The Australian National University. https://doi.org/10.15144/PL-B188",PL,Noun,vangele,3Person - possessive suffix,--
Paamese,Number,"Crowley, T. (1982). The Paamese language of Vanuatu. Pacific Linguistics, B(87). The Australian National University. https://doi.org/10.15144/PL-B189",SG,Pronoun,inau,1Person inclusive,--
Paamese,Number,"Crowley, T. (1982). The Paamese language of Vanuatu. Pacific Linguistics, B(87). The Australian National University. https://doi.org/10.15144/PL-B190",SG,Pronoun,--,1Person exclusive,--
